user_id,plan_type,trial_start_date,trial_end_date,subscription_status,monthly_revenue
42,Basic,04-07-2025,18-07-2025,Churned,0
43,Basic,08-07-2025,22-07-2025,Trial,0
44,Basic,23-10-2025,06-11-2025,Trial,0
45,Basic,22-09-2024,06-10-2024,Trial,0
46,Basic,20-11-2024,04-12-2024,Trial,0
47,Basic,05-05-2025,19-05-2025,Trial,0
48,Basic,14-03-2024,28-03-2024,Trial,0
49,Basic,19-07-2025,02-08-2025,Trial,0
50,Basic,12-03-2025,26-03-2025,Churned,0
51,Basic,17-06-2024,01-07-2024,Trial,0
52,Basic,22-05-2024,05-06-2024,Trial,0
53,Basic,29-11-2024,13-12-2024,Trial,0
54,Basic,11-10-2024,25-10-2024,Trial,0
55,Basic,12-09-2025,26-09-2025,Trial,0
56,Basic,13-09-2024,27-09-2024,Trial,0
57,Basic,27-01-2025,10-02-2025,Trial,0
58,Basic,26-10-2025,09-11-2025,Trial,0
59,Basic,05-04-2025,19-04-2025,Trial,0
60,Basic,21-01-2025,04-02-2025,Churned,0
61,Basic,13-06-2025,27-06-2025,Trial,0
62,Basic,25-11-2025,09-12-2025,Trial,0
63,Basic,10-09-2024,24-09-2024,Trial,0
64,Basic,16-03-2024,30-03-2024,Trial,0
65,Basic,04-06-2024,18-06-2024,Trial,0
66,Basic,12-03-2024,26-03-2024,Trial,0
67,Basic,13-10-2025,27-10-2025,Trial,0
68,Basic,19-06-2025,03-07-2025,Churned,0
69,Basic,25-08-2024,08-09-2024,Trial,0
70,Basic,16-09-2025,30-09-2025,Trial,0
71,Basic,11-09-2024,25-09-2024,Trial,0
72,Basic,15-04-2025,29-04-2025,Trial,0
73,Basic,30-07-2024,13-08-2024,Trial,0
74,Basic,03-09-2025,17-09-2025,Churned,0
75,Basic,08-10-2024,22-10-2024,Trial,0
76,Basic,25-08-2024,08-09-2024,Trial,0
77,Basic,06-08-2024,20-08-2024,Trial,0
78,Basic,19-07-2024,02-08-2024,Trial,0
79,Basic,09-07-2025,23-07-2025,Trial,0
80,Basic,03-03-2024,17-03-2024,Trial,0
81,Basic,13-05-2024,27-05-2024,Trial,0
82,Basic,05-09-2024,19-09-2024,Trial,0
83,Basic,05-07-2025,19-07-2025,Trial,0
84,Basic,15-03-2024,29-03-2024,Trial,0
85,Basic,03-04-2024,17-04-2024,Churned,0
86,Pro,11-11-2025,25-11-2025,Active,49
87,Basic,28-01-2025,11-02-2025,Churned,0
88,Basic,11-03-2025,25-03-2025,Trial,0
89,Basic,12-05-2024,26-05-2024,Trial,0
90,Basic,17-06-2025,01-07-2025,Trial,0
91,Basic,27-12-2024,10-01-2025,Churned,0
92,Basic,07-04-2025,21-04-2025,Trial,0
93,Basic,17-05-2024,31-05-2024,Trial,0
94,Basic,20-10-2025,03-11-2025,Churned,0
95,Basic,30-07-2025,13-08-2025,Trial,0
96,Basic,19-04-2024,03-05-2024,Trial,0
97,Basic,23-01-2024,06-02-2024,Trial,0
98,Basic,28-08-2024,11-09-2024,Trial,0
99,Basic,28-06-2025,12-07-2025,Trial,0
100,Basic,14-04-2025,28-04-2025,Trial,0
101,Basic,18-07-2025,01-08-2025,Trial,0
102,Basic,30-03-2025,13-04-2025,Churned,0
103,Basic,07-02-2024,21-02-2024,Trial,0
104,Basic,05-10-2024,19-10-2024,Churned,0
105,Basic,01-03-2025,15-03-2025,Trial,0
106,Basic,10-06-2025,24-06-2025,Trial,0
107,Basic,03-04-2024,17-04-2024,Churned,0
108,Basic,11-04-2024,25-04-2024,Trial,0
109,Basic,08-03-2025,22-03-2025,Trial,0
110,Basic,02-07-2024,16-07-2024,Trial,0
111,Basic,03-04-2025,17-04-2025,Trial,0
112,Basic,25-07-2024,08-08-2024,Trial,0
113,Basic,12-05-2025,26-05-2025,Trial,0
114,Basic,26-03-2025,09-04-2025,Churned,0
115,Basic,19-09-2024,03-10-2024,Trial,0
116,Basic,06-05-2025,20-05-2025,Trial,0
117,Basic,04-07-2024,18-07-2024,Trial,0
118,Basic,22-10-2025,05-11-2025,Trial,0
119,Basic,23-05-2024,06-06-2024,Trial,0
120,Basic,11-11-2024,25-11-2024,Trial,0
121,Basic,13-10-2024,27-10-2024,Trial,0
122,Basic,21-12-2024,04-01-2025,Trial,0
123,Basic,15-04-2024,29-04-2024,Churned,0
124,Basic,15-10-2025,29-10-2025,Trial,0
125,Basic,18-10-2025,01-11-2025,Trial,0
126,Basic,07-02-2025,21-02-2025,Trial,0
127,Basic,21-03-2025,04-04-2025,Churned,0
128,Basic,17-01-2025,31-01-2025,Trial,0
129,Basic,29-11-2025,13-12-2025,Trial,0
130,Basic,26-10-2024,09-11-2024,Churned,0
131,Basic,16-10-2025,30-10-2025,Trial,0
132,Basic,13-04-2024,27-04-2024,Trial,0
133,Basic,11-04-2024,25-04-2024,Trial,0
134,Basic,30-12-2024,13-01-2025,Trial,0
135,Basic,01-01-2025,15-01-2025,Churned,0
136,Basic,27-02-2024,12-03-2024,Trial,0
137,Basic,16-09-2025,30-09-2025,Trial,0
138,Basic,04-05-2024,18-05-2024,Trial,0
139,Basic,02-12-2024,16-12-2024,Trial,0
140,Basic,09-07-2025,23-07-2025,Churned,0
141,Basic,27-01-2024,10-02-2024,Trial,0
142,Basic,21-06-2025,05-07-2025,Trial,0
143,Basic,06-01-2024,20-01-2024,Trial,0
144,Basic,25-07-2025,08-08-2025,Churned,0
145,Basic,31-05-2025,14-06-2025,Trial,0
146,Basic,06-04-2024,20-04-2024,Churned,0
147,Basic,01-03-2025,15-03-2025,Trial,0
148,Basic,08-02-2025,22-02-2025,Churned,0
149,Basic,28-06-2024,12-07-2024,Trial,0
150,Basic,12-10-2024,26-10-2024,Churned,0
151,Basic,22-07-2024,05-08-2024,Trial,0
152,Basic,20-03-2024,03-04-2024,Churned,0
153,Basic,19-11-2025,03-12-2025,Trial,0
154,Basic,10-02-2025,24-02-2025,Trial,0
155,Basic,10-06-2025,24-06-2025,Trial,0
156,Basic,30-03-2025,13-04-2025,Churned,0
157,Basic,10-10-2025,24-10-2025,Trial,0
158,Basic,17-05-2024,31-05-2024,Trial,0
159,Basic,20-09-2025,04-10-2025,Trial,0
160,Basic,07-03-2025,21-03-2025,Churned,0
161,Basic,05-07-2025,19-07-2025,Trial,0
162,Basic,26-06-2024,10-07-2024,Trial,0
163,Basic,07-03-2024,21-03-2024,Trial,0
164,Basic,20-08-2025,03-09-2025,Churned,0
165,Basic,26-12-2024,09-01-2025,Trial,0
166,Basic,23-07-2025,06-08-2025,Trial,0
167,Basic,07-02-2024,21-02-2024,Churned,0
168,Basic,16-03-2024,30-03-2024,Trial,0
169,Basic,04-01-2025,18-01-2025,Churned,0
170,Basic,23-09-2024,07-10-2024,Trial,0
171,Basic,10-08-2025,24-08-2025,Trial,0
172,Basic,18-07-2025,01-08-2025,Trial,0
173,Basic,17-03-2024,31-03-2024,Trial,0
174,Basic,08-02-2024,22-02-2024,Trial,0
175,Basic,21-07-2024,04-08-2024,Churned,0
176,Basic,08-12-2024,22-12-2024,Trial,0
177,Pro,03-02-2024,17-02-2024,Active,49
178,Basic,24-07-2024,07-08-2024,Churned,0
179,Basic,11-07-2024,25-07-2024,Churned,0
180,Basic,05-11-2025,19-11-2025,Trial,0
181,Basic,18-07-2024,01-08-2024,Trial,0
182,Basic,01-10-2024,15-10-2024,Churned,0
183,Basic,16-02-2024,01-03-2024,Churned,0
184,Basic,02-10-2025,16-10-2025,Trial,0
185,Basic,25-02-2024,10-03-2024,Trial,0
186,Basic,02-12-2024,16-12-2024,Trial,0
187,Basic,21-10-2025,04-11-2025,Trial,0
188,Basic,21-02-2025,07-03-2025,Trial,0
189,Pro,04-06-2024,18-06-2024,Active,49
190,Basic,01-02-2024,15-02-2024,Trial,0
191,Basic,23-10-2025,06-11-2025,Churned,0
192,Basic,28-05-2025,11-06-2025,Trial,0
193,Basic,10-06-2025,24-06-2025,Churned,0
194,Basic,22-01-2024,05-02-2024,Churned,0
195,Basic,23-07-2024,06-08-2024,Churned,0
196,Basic,22-07-2025,05-08-2025,Churned,0
197,Basic,08-07-2024,22-07-2024,Churned,0
198,Pro,02-06-2024,16-06-2024,Active,49
199,Basic,28-02-2024,13-03-2024,Trial,0
200,Basic,23-06-2025,07-07-2025,Trial,0
201,Basic,06-11-2025,20-11-2025,Trial,0
202,Basic,11-09-2025,25-09-2025,Trial,0
203,Basic,08-01-2025,22-01-2025,Churned,0
204,Basic,09-05-2024,23-05-2024,Trial,0
205,Basic,18-09-2025,02-10-2025,Trial,0
206,Basic,17-07-2025,31-07-2025,Trial,0
207,Basic,01-07-2025,15-07-2025,Trial,0
208,Basic,29-12-2024,12-01-2025,Trial,0
209,Basic,20-09-2025,04-10-2025,Trial,0
210,Basic,03-01-2025,17-01-2025,Churned,0
211,Basic,02-06-2025,16-06-2025,Trial,0
212,Basic,01-05-2025,15-05-2025,Trial,0
213,Basic,16-05-2024,30-05-2024,Trial,0
214,Basic,25-11-2025,09-12-2025,Trial,0
215,Basic,17-11-2025,01-12-2025,Trial,0
216,Basic,26-05-2025,09-06-2025,Trial,0
217,Basic,09-08-2025,23-08-2025,Trial,0
218,Basic,01-12-2024,15-12-2024,Trial,0
219,Basic,10-10-2025,24-10-2025,Trial,0
220,Basic,21-05-2025,04-06-2025,Churned,0
221,Basic,03-08-2025,17-08-2025,Churned,0
222,Basic,10-09-2024,24-09-2024,Trial,0
223,Basic,11-02-2025,25-02-2025,Trial,0
224,Basic,22-10-2025,05-11-2025,Trial,0
225,Basic,16-02-2024,01-03-2024,Churned,0
226,Basic,01-11-2025,15-11-2025,Trial,0
227,Basic,03-12-2024,17-12-2024,Trial,0
228,Basic,14-11-2024,28-11-2024,Trial,0
229,Basic,07-01-2024,21-01-2024,Trial,0
230,Basic,05-04-2025,19-04-2025,Trial,0
231,Basic,30-03-2025,13-04-2025,Churned,0
232,Basic,23-12-2024,06-01-2025,Trial,0
233,Basic,17-07-2025,31-07-2025,Trial,0
234,Basic,11-10-2024,25-10-2024,Trial,0
235,Basic,04-05-2025,18-05-2025,Trial,0
236,Basic,27-10-2025,10-11-2025,Trial,0
237,Basic,13-10-2024,27-10-2024,Trial,0
238,Basic,23-10-2024,06-11-2024,Trial,0
239,Basic,21-05-2025,04-06-2025,Trial,0
240,Basic,07-02-2025,21-02-2025,Churned,0
241,Basic,26-09-2025,10-10-2025,Trial,0
242,Basic,22-10-2024,05-11-2024,Trial,0
243,Basic,24-12-2024,07-01-2025,Trial,0
244,Basic,08-04-2024,22-04-2024,Trial,0
245,Basic,23-03-2025,06-04-2025,Trial,0
246,Basic,13-06-2024,27-06-2024,Trial,0
247,Basic,28-11-2025,12-12-2025,Trial,0
248,Basic,29-10-2025,12-11-2025,Trial,0
249,Basic,31-01-2024,14-02-2024,Trial,0
250,Basic,13-02-2024,27-02-2024,Trial,0
251,Basic,01-04-2025,15-04-2025,Trial,0
252,Basic,27-01-2025,10-02-2025,Churned,0
253,Basic,07-02-2025,21-02-2025,Trial,0
254,Basic,12-10-2024,26-10-2024,Trial,0
255,Basic,19-06-2025,03-07-2025,Trial,0
256,Basic,20-01-2024,03-02-2024,Churned,0
257,Basic,26-04-2025,10-05-2025,Churned,0
258,Basic,23-02-2025,09-03-2025,Trial,0
259,Basic,13-01-2025,27-01-2025,Churned,0
260,Basic,28-08-2024,11-09-2024,Trial,0
261,Basic,10-10-2024,24-10-2024,Trial,0
262,Basic,26-02-2024,11-03-2024,Trial,0
263,Basic,05-11-2025,19-11-2025,Trial,0
264,Basic,31-05-2024,14-06-2024,Trial,0
265,Basic,21-05-2024,04-06-2024,Trial,0
266,Basic,15-01-2024,29-01-2024,Trial,0
267,Basic,23-01-2024,06-02-2024,Trial,0
268,Basic,26-06-2025,10-07-2025,Trial,0
269,Basic,26-06-2025,10-07-2025,Trial,0
270,Basic,30-07-2025,13-08-2025,Trial,0
271,Basic,23-01-2024,06-02-2024,Trial,0
272,Basic,26-11-2025,10-12-2025,Trial,0
273,Basic,02-07-2024,16-07-2024,Trial,0
274,Basic,17-06-2025,01-07-2025,Trial,0
275,Basic,13-10-2025,27-10-2025,Trial,0
276,Basic,22-10-2025,05-11-2025,Churned,0
277,Basic,28-04-2024,12-05-2024,Trial,0
278,Basic,24-05-2024,07-06-2024,Trial,0
279,Basic,01-09-2025,15-09-2025,Trial,0
280,Basic,26-01-2024,09-02-2024,Trial,0
281,Basic,27-03-2024,10-04-2024,Trial,0
282,Basic,26-08-2024,09-09-2024,Churned,0
283,Basic,17-09-2025,01-10-2025,Trial,0
284,Basic,04-07-2025,18-07-2025,Trial,0
285,Basic,09-09-2025,23-09-2025,Trial,0
286,Basic,05-01-2024,19-01-2024,Trial,0
287,Basic,26-07-2024,09-08-2024,Trial,0
288,Basic,09-08-2024,23-08-2024,Trial,0
289,Basic,13-03-2024,27-03-2024,Trial,0
290,Basic,14-04-2025,28-04-2025,Trial,0
291,Basic,23-12-2024,06-01-2025,Trial,0
292,Basic,19-11-2024,03-12-2024,Trial,0
293,Basic,18-05-2024,01-06-2024,Trial,0
294,Basic,28-06-2025,12-07-2025,Trial,0
295,Basic,06-07-2025,20-07-2025,Churned,0
296,Basic,30-06-2025,14-07-2025,Churned,0
297,Basic,22-02-2024,07-03-2024,Trial,0
298,Basic,07-03-2024,21-03-2024,Trial,0
299,Basic,24-01-2025,07-02-2025,Trial,0
300,Basic,06-05-2025,20-05-2025,Churned,0
301,Basic,16-03-2025,30-03-2025,Trial,0
302,Basic,17-08-2024,31-08-2024,Trial,0
303,Basic,29-03-2025,12-04-2025,Trial,0
304,Basic,04-07-2024,18-07-2024,Churned,0
305,Basic,16-04-2025,30-04-2025,Trial,0
306,Basic,26-08-2025,09-09-2025,Churned,0
307,Basic,06-09-2024,20-09-2024,Churned,0
308,Basic,09-11-2025,23-11-2025,Trial,0
309,Basic,10-11-2025,24-11-2025,Trial,0
310,Basic,07-02-2024,21-02-2024,Trial,0
311,Basic,31-08-2024,14-09-2024,Trial,0
312,Pro,25-08-2024,08-09-2024,Active,49
313,Basic,15-08-2024,29-08-2024,Churned,0
314,Basic,12-03-2025,26-03-2025,Trial,0
315,Basic,13-06-2024,27-06-2024,Trial,0
316,Basic,12-04-2025,26-04-2025,Trial,0
317,Basic,04-11-2025,18-11-2025,Trial,0
318,Basic,10-05-2025,24-05-2025,Trial,0
319,Basic,24-04-2025,08-05-2025,Trial,0
320,Basic,23-04-2024,07-05-2024,Trial,0
321,Basic,27-03-2025,10-04-2025,Trial,0
322,Basic,24-02-2024,09-03-2024,Trial,0
323,Basic,30-06-2024,14-07-2024,Churned,0
324,Basic,03-10-2025,17-10-2025,Trial,0
325,Basic,04-02-2024,18-02-2024,Trial,0
326,Basic,12-12-2024,26-12-2024,Trial,0
327,Basic,29-06-2024,13-07-2024,Trial,0
328,Basic,28-11-2025,12-12-2025,Churned,0
329,Basic,17-05-2024,31-05-2024,Trial,0
330,Basic,20-11-2024,04-12-2024,Trial,0
331,Basic,22-02-2024,07-03-2024,Trial,0
332,Basic,24-07-2025,07-08-2025,Trial,0
333,Basic,19-09-2025,03-10-2025,Trial,0
334,Basic,04-02-2025,18-02-2025,Churned,0
335,Basic,21-03-2024,04-04-2024,Trial,0
336,Basic,12-06-2024,26-06-2024,Churned,0
337,Basic,19-04-2024,03-05-2024,Churned,0
338,Basic,08-04-2024,22-04-2024,Trial,0
339,Basic,02-02-2025,16-02-2025,Trial,0
340,Basic,11-02-2025,25-02-2025,Trial,0
341,Basic,01-11-2024,15-11-2024,Trial,0
342,Basic,22-10-2025,05-11-2025,Churned,0
343,Basic,02-04-2025,16-04-2025,Trial,0
344,Basic,24-05-2024,07-06-2024,Trial,0
345,Basic,16-11-2025,30-11-2025,Churned,0
346,Basic,22-07-2024,05-08-2024,Trial,0
347,Basic,23-05-2024,06-06-2024,Trial,0
348,Basic,26-03-2025,09-04-2025,Trial,0
349,Basic,03-08-2025,17-08-2025,Trial,0
350,Basic,27-06-2024,11-07-2024,Trial,0
351,Basic,05-01-2024,19-01-2024,Trial,0
352,Basic,09-10-2024,23-10-2024,Trial,0
353,Basic,18-04-2024,02-05-2024,Churned,0
354,Basic,28-09-2025,12-10-2025,Churned,0
355,Basic,23-10-2025,06-11-2025,Trial,0
356,Basic,22-05-2024,05-06-2024,Trial,0
357,Basic,14-11-2024,28-11-2024,Trial,0
358,Basic,08-12-2024,22-12-2024,Trial,0
359,Basic,27-01-2025,10-02-2025,Trial,0
360,Basic,24-09-2025,08-10-2025,Trial,0
361,Basic,08-12-2024,22-12-2024,Trial,0
362,Basic,17-06-2024,01-07-2024,Trial,0
363,Basic,24-08-2025,07-09-2025,Trial,0
364,Basic,11-05-2025,25-05-2025,Trial,0
365,Basic,28-03-2024,11-04-2024,Churned,0
366,Basic,17-09-2024,01-10-2024,Trial,0
367,Basic,14-06-2024,28-06-2024,Trial,0
368,Basic,24-01-2024,07-02-2024,Trial,0
369,Basic,09-02-2025,23-02-2025,Trial,0
370,Basic,15-07-2024,29-07-2024,Trial,0
371,Basic,09-10-2025,23-10-2025,Trial,0
372,Basic,17-04-2024,01-05-2024,Trial,0
373,Basic,25-09-2024,09-10-2024,Churned,0
374,Basic,23-03-2025,06-04-2025,Trial,0
375,Basic,27-09-2024,11-10-2024,Trial,0
376,Basic,01-08-2024,15-08-2024,Churned,0
377,Basic,17-03-2025,31-03-2025,Trial,0
378,Basic,13-06-2024,27-06-2024,Trial,0
379,Basic,24-07-2024,07-08-2024,Trial,0
380,Basic,21-12-2024,04-01-2025,Trial,0
381,Basic,27-11-2025,11-12-2025,Trial,0
382,Basic,07-08-2024,21-08-2024,Trial,0
383,Basic,16-07-2024,30-07-2024,Trial,0
384,Basic,25-05-2025,08-06-2025,Trial,0
385,Basic,07-03-2024,21-03-2024,Trial,0
386,Basic,25-04-2025,09-05-2025,Trial,0
387,Basic,11-01-2025,25-01-2025,Trial,0
388,Basic,19-02-2024,04-03-2024,Trial,0
389,Basic,24-07-2024,07-08-2024,Churned,0
390,Basic,20-08-2024,03-09-2024,Trial,0
391,Pro,12-11-2024,26-11-2024,Active,49
392,Basic,01-06-2025,15-06-2025,Churned,0
393,Basic,12-03-2025,26-03-2025,Churned,0
394,Basic,30-10-2025,13-11-2025,Trial,0
395,Basic,01-07-2024,15-07-2024,Churned,0
396,Basic,10-05-2025,24-05-2025,Trial,0
397,Basic,26-06-2025,10-07-2025,Trial,0
398,Basic,06-08-2025,20-08-2025,Churned,0
399,Basic,23-02-2025,09-03-2025,Trial,0
400,Basic,02-01-2025,16-01-2025,Trial,0
401,Basic,21-08-2025,04-09-2025,Churned,0
402,Basic,02-11-2024,16-11-2024,Trial,0
403,Basic,05-07-2024,19-07-2024,Trial,0
404,Basic,12-09-2024,26-09-2024,Trial,0
405,Basic,23-04-2024,07-05-2024,Trial,0
406,Basic,04-06-2024,18-06-2024,Churned,0
407,Basic,10-09-2024,24-09-2024,Trial,0
408,Basic,14-09-2025,28-09-2025,Trial,0
409,Basic,09-01-2024,23-01-2024,Trial,0
410,Basic,03-01-2025,17-01-2025,Trial,0
411,Basic,24-02-2024,09-03-2024,Trial,0
412,Basic,23-09-2025,07-10-2025,Trial,0
413,Basic,29-03-2024,12-04-2024,Trial,0
414,Basic,08-08-2025,22-08-2025,Trial,0
415,Basic,20-05-2025,03-06-2025,Trial,0
416,Basic,12-01-2025,26-01-2025,Trial,0
417,Basic,03-04-2025,17-04-2025,Trial,0
418,Basic,05-06-2025,19-06-2025,Trial,0
419,Basic,25-07-2025,08-08-2025,Trial,0
420,Basic,19-01-2025,02-02-2025,Trial,0
421,Pro,05-01-2025,19-01-2025,Active,49
422,Basic,28-08-2024,11-09-2024,Trial,0
423,Basic,23-08-2024,06-09-2024,Trial,0
424,Basic,13-02-2024,27-02-2024,Trial,0
425,Basic,03-02-2025,17-02-2025,Trial,0
426,Basic,16-03-2024,30-03-2024,Churned,0
427,Basic,30-10-2024,13-11-2024,Churned,0
428,Basic,28-09-2025,12-10-2025,Trial,0
429,Basic,19-04-2025,03-05-2025,Trial,0
430,Basic,17-11-2025,01-12-2025,Trial,0
431,Basic,11-03-2025,25-03-2025,Trial,0
432,Basic,29-05-2025,12-06-2025,Trial,0
433,Basic,21-11-2025,05-12-2025,Trial,0
434,Basic,14-08-2025,28-08-2025,Churned,0
435,Basic,03-04-2025,17-04-2025,Trial,0
436,Basic,17-09-2024,01-10-2024,Trial,0
437,Basic,27-03-2024,10-04-2024,Trial,0
438,Basic,02-06-2024,16-06-2024,Trial,0
439,Basic,18-06-2024,02-07-2024,Trial,0
440,Basic,09-11-2024,23-11-2024,Trial,0
441,Basic,07-06-2025,21-06-2025,Churned,0
442,Basic,27-04-2025,11-05-2025,Trial,0
443,Basic,20-04-2025,04-05-2025,Churned,0
444,Basic,07-08-2024,21-08-2024,Churned,0
445,Basic,27-04-2025,11-05-2025,Trial,0
446,Basic,09-03-2025,23-03-2025,Trial,0
447,Basic,27-07-2024,10-08-2024,Trial,0
448,Basic,08-03-2024,22-03-2024,Trial,0
449,Basic,25-05-2024,08-06-2024,Trial,0
450,Basic,27-03-2024,10-04-2024,Trial,0
451,Basic,31-05-2025,14-06-2025,Trial,0
452,Basic,07-10-2024,21-10-2024,Churned,0
453,Basic,13-11-2025,27-11-2025,Trial,0
454,Pro,06-02-2025,20-02-2025,Active,49
455,Basic,03-03-2024,17-03-2024,Trial,0
456,Basic,11-06-2024,25-06-2024,Trial,0
457,Basic,27-02-2024,12-03-2024,Trial,0
458,Basic,10-06-2025,24-06-2025,Trial,0
459,Basic,12-06-2024,26-06-2024,Trial,0
460,Basic,31-10-2025,14-11-2025,Trial,0
461,Basic,20-10-2025,03-11-2025,Trial,0
462,Basic,19-07-2024,02-08-2024,Churned,0
463,Basic,31-10-2024,14-11-2024,Trial,0
464,Pro,01-08-2024,15-08-2024,Active,49
465,Basic,25-04-2025,09-05-2025,Trial,0
466,Basic,22-07-2024,05-08-2024,Churned,0
467,Basic,05-08-2024,19-08-2024,Trial,0
468,Basic,28-11-2025,12-12-2025,Trial,0
469,Basic,06-01-2024,20-01-2024,Trial,0
470,Basic,12-11-2024,26-11-2024,Trial,0
471,Basic,04-07-2024,18-07-2024,Trial,0
472,Basic,25-04-2024,09-05-2024,Trial,0
473,Pro,14-02-2025,28-02-2025,Active,49
474,Basic,02-12-2024,16-12-2024,Trial,0
475,Basic,07-06-2025,21-06-2025,Trial,0
476,Basic,08-06-2025,22-06-2025,Trial,0
477,Basic,07-03-2025,21-03-2025,Trial,0
478,Basic,09-04-2025,23-04-2025,Trial,0
479,Basic,22-05-2025,05-06-2025,Trial,0
480,Basic,01-11-2025,15-11-2025,Churned,0
481,Basic,02-06-2025,16-06-2025,Trial,0
482,Basic,26-05-2024,09-06-2024,Trial,0
483,Basic,01-12-2024,15-12-2024,Churned,0
484,Basic,07-01-2025,21-01-2025,Trial,0
485,Basic,15-11-2024,29-11-2024,Churned,0
486,Basic,30-09-2025,14-10-2025,Trial,0
487,Basic,27-04-2025,11-05-2025,Trial,0
488,Basic,03-06-2024,17-06-2024,Trial,0
489,Basic,02-10-2025,16-10-2025,Churned,0
490,Basic,06-02-2025,20-02-2025,Trial,0
491,Basic,04-05-2024,18-05-2024,Trial,0
492,Basic,03-03-2024,17-03-2024,Churned,0
493,Basic,12-08-2025,26-08-2025,Trial,0
494,Basic,11-10-2024,25-10-2024,Trial,0
495,Basic,08-12-2024,22-12-2024,Trial,0
496,Basic,31-03-2025,14-04-2025,Churned,0
497,Basic,24-06-2024,08-07-2024,Trial,0
498,Basic,19-04-2025,03-05-2025,Trial,0
499,Basic,15-11-2025,29-11-2025,Trial,0
500,Basic,23-05-2025,06-06-2025,Trial,0
501,Basic,22-10-2025,05-11-2025,Churned,0
502,Basic,24-07-2025,07-08-2025,Trial,0
503,Basic,26-07-2025,09-08-2025,Trial,0
504,Basic,22-03-2025,05-04-2025,Churned,0
505,Basic,24-05-2024,07-06-2024,Trial,0
506,Basic,12-12-2024,26-12-2024,Trial,0
507,Basic,29-01-2024,12-02-2024,Trial,0
508,Basic,23-05-2024,06-06-2024,Trial,0
509,Basic,13-04-2025,27-04-2025,Trial,0
510,Basic,30-09-2024,14-10-2024,Churned,0
511,Basic,17-06-2025,01-07-2025,Trial,0
512,Basic,28-03-2025,11-04-2025,Trial,0
513,Basic,24-08-2024,07-09-2024,Trial,0
514,Basic,18-03-2024,01-04-2024,Trial,0
515,Basic,26-10-2025,09-11-2025,Trial,0
516,Basic,22-07-2024,05-08-2024,Churned,0
517,Basic,10-04-2025,24-04-2025,Trial,0
518,Basic,03-01-2024,17-01-2024,Churned,0
519,Basic,10-12-2024,24-12-2024,Trial,0
520,Basic,25-10-2025,08-11-2025,Trial,0
521,Basic,26-07-2024,09-08-2024,Trial,0
522,Basic,29-05-2025,12-06-2025,Trial,0
523,Basic,18-05-2025,01-06-2025,Trial,0
524,Basic,28-09-2024,12-10-2024,Trial,0
525,Basic,24-09-2024,08-10-2024,Trial,0
526,Basic,23-07-2024,06-08-2024,Trial,0
527,Basic,21-12-2024,04-01-2025,Trial,0
528,Basic,04-05-2024,18-05-2024,Trial,0
529,Basic,20-02-2025,06-03-2025,Trial,0
530,Basic,04-11-2024,18-11-2024,Churned,0
531,Basic,08-02-2025,22-02-2025,Churned,0
532,Basic,07-11-2025,21-11-2025,Trial,0
533,Basic,31-07-2025,14-08-2025,Trial,0
534,Basic,08-06-2024,22-06-2024,Churned,0
535,Basic,16-05-2024,30-05-2024,Trial,0
536,Basic,10-02-2025,24-02-2025,Trial,0
